,0
11694,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_184.jpg
11695,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_185.jpg
11696,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_186.jpg
11697,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_187.jpg
11698,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_188.jpg
11699,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_189.jpg
11700,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_19.jpg
11701,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_190.jpg
11702,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_191.jpg
11703,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_192.jpg
11704,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_193.jpg
11705,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_194.jpg
11706,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_195.jpg
11707,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_196.jpg
11708,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_197.jpg
11709,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_198.jpg
11710,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_199.jpg
11711,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_2.jpg
11712,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_20.jpg
11713,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_200.jpg
11714,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_201.jpg
11715,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_202.jpg
11716,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_203.jpg
11717,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_204.jpg
11718,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_205.jpg
11719,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_206.jpg
11720,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_207.jpg
11721,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_208.jpg
11722,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_209.jpg
11723,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_21.jpg
11724,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_210.jpg
11725,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_211.jpg
11726,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_212.jpg
11727,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_213.jpg
11728,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_214.jpg
11729,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_215.jpg
11730,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_216.jpg
11731,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_217.jpg
11732,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_218.jpg
11733,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_219.jpg
11734,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_22.jpg
11735,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_220.jpg
11736,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_221.jpg
11737,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_222.jpg
11738,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_223.jpg
11739,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_224.jpg
11740,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_225.jpg
11741,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_226.jpg
11742,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_227.jpg
11743,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_228.jpg
11744,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_229.jpg
11745,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_23.jpg
11746,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_230.jpg
11747,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_231.jpg
11748,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_232.jpg
11749,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_233.jpg
11750,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_234.jpg
11751,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_235.jpg
11752,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_236.jpg
11753,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_237.jpg
11754,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_238.jpg
11755,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_239.jpg
11756,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_24.jpg
11757,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_240.jpg
11758,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_241.jpg
11759,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_242.jpg
11760,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_243.jpg
11761,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_244.jpg
11762,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_245.jpg
11763,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_246.jpg
11764,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_247.jpg
11765,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_248.jpg
11766,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_249.jpg
11767,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_25.jpg
11768,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_250.jpg
11769,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_251.jpg
11770,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_252.jpg
11771,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_253.jpg
11772,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_254.jpg
11773,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_255.jpg
11774,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_256.jpg
11775,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_257.jpg
11776,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_258.jpg
11777,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_259.jpg
11778,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_26.jpg
11779,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_260.jpg
11780,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_261.jpg
11781,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_262.jpg
11782,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_263.jpg
11783,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_264.jpg
11784,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_265.jpg
11785,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_266.jpg
11786,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_267.jpg
11787,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_268.jpg
11788,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_269.jpg
11789,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_27.jpg
11790,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_270.jpg
11791,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_271.jpg
11792,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_272.jpg
11793,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_273.jpg
11794,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_274.jpg
11795,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_275.jpg
11796,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_276.jpg
11797,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_277.jpg
11798,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_278.jpg
11799,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_279.jpg
11800,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_28.jpg
11801,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_280.jpg
11802,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_281.jpg
11803,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_282.jpg
11804,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_283.jpg
11805,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_284.jpg
11806,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_285.jpg
11807,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_286.jpg
11808,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_287.jpg
11809,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_29.jpg
11810,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_3.jpg
11811,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_30.jpg
11812,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_31.jpg
11813,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_32.jpg
11814,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_33.jpg
11815,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_34.jpg
11816,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_35.jpg
11817,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_36.jpg
11818,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_37.jpg
11819,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_38.jpg
11820,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_39.jpg
11821,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_4.jpg
11822,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_40.jpg
11823,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_41.jpg
11824,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_42.jpg
11825,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_43.jpg
11826,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_44.jpg
11827,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_45.jpg
11828,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_46.jpg
11829,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_47.jpg
11830,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_48.jpg
11831,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_49.jpg
11832,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_5.jpg
11833,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_50.jpg
11834,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_51.jpg
11835,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_52.jpg
11836,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_53.jpg
11837,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_54.jpg
11838,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_55.jpg
11839,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_56.jpg
11840,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_57.jpg
11841,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_58.jpg
11842,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_59.jpg
11843,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_6.jpg
11844,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_60.jpg
11845,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_61.jpg
11846,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_62.jpg
11847,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_63.jpg
11848,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_64.jpg
11849,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_65.jpg
11850,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_66.jpg
11851,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_67.jpg
11852,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_68.jpg
11853,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_69.jpg
11854,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_7.jpg
11855,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_70.jpg
11856,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_71.jpg
11857,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_72.jpg
11858,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_73.jpg
11859,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_74.jpg
11860,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_75.jpg
11861,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_76.jpg
11862,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_77.jpg
11863,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_78.jpg
11864,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_79.jpg
11865,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_8.jpg
11866,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_80.jpg
11867,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_81.jpg
11868,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_82.jpg
11869,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_83.jpg
11870,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_84.jpg
11871,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_85.jpg
11872,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_86.jpg
11873,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_87.jpg
11874,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_88.jpg
11875,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_89.jpg
11876,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_9.jpg
11877,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_90.jpg
11878,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_91.jpg
11879,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_92.jpg
11880,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_93.jpg
11881,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_94.jpg
11882,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_95.jpg
11883,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_96.jpg
11884,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_97.jpg
11885,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_98.jpg
11886,D:\Nepali_character_Recognisation\Nepali_Character_dataset\58\Img_99.jpg
11887,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_0.jpg
11888,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_1.jpg
11889,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_10.jpg
11890,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_100.jpg
11891,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_101.jpg
11892,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_102.jpg
11893,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_103.jpg
11894,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_104.jpg
11895,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_105.jpg
11896,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_106.jpg
11897,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_107.jpg
11898,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_108.jpg
11899,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_109.jpg
11900,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_11.jpg
11901,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_110.jpg
11902,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_111.jpg
11903,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_112.jpg
11904,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_113.jpg
11905,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_114.jpg
11906,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_115.jpg
11907,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_116.jpg
11908,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_117.jpg
11909,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_118.jpg
11910,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_119.jpg
11911,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_12.jpg
11912,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_120.jpg
11913,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_121.jpg
11914,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_122.jpg
11915,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_123.jpg
11916,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_124.jpg
11917,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_125.jpg
11918,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_126.jpg
11919,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_127.jpg
11920,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_128.jpg
11921,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_129.jpg
11922,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_13.jpg
11923,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_130.jpg
11924,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_131.jpg
11925,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_132.jpg
11926,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_133.jpg
11927,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_134.jpg
11928,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_135.jpg
11929,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_136.jpg
11930,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_137.jpg
11931,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_138.jpg
11932,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_139.jpg
11933,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_14.jpg
11934,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_140.jpg
11935,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_141.jpg
11936,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_142.jpg
11937,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_143.jpg
11938,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_144.jpg
11939,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_145.jpg
11940,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_146.jpg
11941,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_147.jpg
11942,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_148.jpg
11943,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_149.jpg
11944,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_15.jpg
11945,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_150.jpg
11946,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_151.jpg
11947,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_152.jpg
11948,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_153.jpg
11949,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_154.jpg
11950,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_155.jpg
11951,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_156.jpg
11952,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_157.jpg
11953,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_158.jpg
11954,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_159.jpg
11955,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_16.jpg
11956,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_160.jpg
11957,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_161.jpg
11958,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_162.jpg
11959,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_163.jpg
11960,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_164.jpg
11961,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_165.jpg
11962,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_166.jpg
11963,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_167.jpg
11964,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_168.jpg
11965,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_169.jpg
11966,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_17.jpg
11967,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_170.jpg
11968,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_171.jpg
11969,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_172.jpg
11970,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_173.jpg
11971,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_174.jpg
11972,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_175.jpg
11973,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_176.jpg
11974,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_177.jpg
11975,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_178.jpg
11976,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_179.jpg
11977,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_18.jpg
11978,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_180.jpg
11979,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_181.jpg
11980,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_182.jpg
11981,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_183.jpg
11982,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_184.jpg
11983,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_185.jpg
11984,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_186.jpg
11985,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_187.jpg
11986,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_188.jpg
11987,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_189.jpg
11988,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_19.jpg
11989,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_190.jpg
11990,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_191.jpg
11991,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_192.jpg
11992,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_193.jpg
11993,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_194.jpg
11994,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_195.jpg
11995,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_196.jpg
11996,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_197.jpg
11997,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_198.jpg
11998,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_199.jpg
11999,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_2.jpg
12000,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_20.jpg
12001,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_200.jpg
12002,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_201.jpg
12003,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_202.jpg
12004,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_203.jpg
12005,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_204.jpg
12006,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_21.jpg
12007,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_22.jpg
12008,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_23.jpg
12009,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_24.jpg
12010,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_25.jpg
12011,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_26.jpg
12012,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_27.jpg
12013,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_28.jpg
12014,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_29.jpg
12015,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_3.jpg
12016,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_30.jpg
12017,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_31.jpg
12018,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_32.jpg
12019,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_33.jpg
12020,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_34.jpg
12021,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_35.jpg
12022,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_36.jpg
12023,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_37.jpg
12024,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_38.jpg
12025,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_39.jpg
12026,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_4.jpg
